,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature
month,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,11.572000000000001,13.479166666666666,16.8,17.516666666666666,14.237499999999999,12.120833333333332,11.424999999999999,11.35,11.945833333333333,11.4125,10.5375,10.262500000000001,10.941666666666668,10.920833333333334,12.520833333333334,13.1625,14.137500000000001,15.779166666666667,15.770833333333334,14.683333333333332,13.883333333333333,14.0625,14.004166666666668,15.570833333333333,17.662499999999998,15.966666666666667,14.995833333333332,15.4125,12.916666666666666,11.887500000000001,11.7875,12.383333333333333,14.729166666666666,15.933333333333332,14.549999999999999,12.5875,12.775,13.012500000000001,13.229166666666666,13.608333333333334,16.979166666666668,18.054166666666667,16.9875,13.6,14.141666666666666,15.670833333333334,15.379166666666668,15.0625,17.883333333333333,16.1125,14.570833333333333,15.229166666666666,17.525000000000002,17.816666666666666,16.4375,16.375,17.662499999999998,19.875,20.895833333333332,,21.52916666666667,23.1875,21.608333333333334,20.195833333333333,20.695833333333333,19.770833333333332,21.037499999999998,21.837500000000002,23.954166666666666,24.52916666666667,22.6125,22.412499999999998,22.6875,22.71666666666667,23.933333333333334,25.15833333333333,24.483333333333334,24.358333333333334,25.2625,26.95,26.90416666666667,27.441666666666666,27.620833333333334,28.15416666666667,28.4375,27.233333333333334,28.004166666666666,28.629166666666666,26.941666666666666,24.895833333333332,23.133333333333336,23.724999999999998,25.412499999999998,24.958333333333332,26.758333333333336,26.379166666666666,26.516666666666666,27.712500000000002,29.787499999999998,31.545833333333334,32.175000000000004,30.879166666666666,30.599999999999998,31.079166666666666,30.320833333333336,31.3875,33.2125,31.3625,30.479166666666668,28.90416666666667,29.72083333333333,30.837500000000002,30.008333333333336,31.008333333333336,30.645833333333332,31.162499999999998,31.55,33.03333333333333,33.775,34.012499999999996,33.875,33.67916666666667,33.949999999999996,35.354166666666664,35.012499999999996,35.02916666666667,33.291666666666664,32.57083333333333,34.6625,33.5375,34.95,35.71666666666667,36.25833333333333,36.041666666666664,35.62916666666667,34.479166666666664,33.925000000000004,33.541666666666664,32.708333333333336,32.19583333333333,32.18333333333333,34.104166666666664,36.9375,37.574999999999996,36.21666666666667,36.12916666666667,35.891666666666666,29.383333333333336,25.695833333333336,27.5125,28.84166666666667,28.445833333333336,30.616666666666664,33.07083333333333,35.520833333333336,37.275,36.791666666666664,36.22083333333333,37.77916666666667,38.1625,37.05416666666667,36.90416666666667,36.204166666666666,37.891666666666666,37.19583333333333,36.40833333333333,36.43333333333333,36.59166666666667,36.479166666666664,36.00416666666667,37.59166666666667,38.63333333333333,38.40416666666667,37.483333333333334,37.90833333333333,38.1,37.5875,36.729166666666664,35.18333333333333,34.50416666666667,30.954166666666666,33.550000000000004,32.9,31.679166666666664,33.1625,31.974999999999998,31.599999999999998,29.641666666666666,28.241666666666664,30.925,32.9125,32.52916666666667,32.420833333333334,30.870833333333334,30.179166666666664,30.162499999999998,32.25416666666667,35.24166666666667,33.1625,33.041666666666664,34.333333333333336,31.175,27.320833333333336,26.504166666666666,28.991666666666664,30.179166666666664,29.3625,28.02916666666667,27.0125,28.45,29.204166666666666,28.829166666666666,28.958333333333332,27.34583333333333,27.520833333333332,27.77916666666667,27.45,27.691666666666666,29.329166666666666,29.84166666666667,29.645833333333332,29.508333333333336,30.46666666666667,30.662499999999998,31.008333333333336,28.724999999999998,26.991666666666664,27.733333333333334,26.166666666666668,28.425,28.9375,26.795833333333334,28.912499999999998,29.1125,27.162499999999998,29.416666666666668,29.825,30.087500000000002,28.304166666666664,30.34166666666667,29.97083333333333,29.8625,29.104166666666668,29.854166666666668,29.933333333333334,30.454166666666666,28.675,28.474999999999998,27.395833333333332,26.2,25.791666666666668,25.383333333333336,25.075,27.6375,28.462500000000002,28.983333333333334,28.09166666666667,27.27916666666667,28.208333333333332,27.0,27.95,27.816666666666666,28.183333333333334,28.370833333333334,28.866666666666664,29.0,28.166666666666668,28.662499999999998,29.320833333333336,29.34166666666667,28.09583333333333,28.545833333333334,28.90416666666667,29.204166666666666,28.712500000000002,27.6125,27.570833333333336,27.875,27.162499999999998,25.441666666666666,24.358333333333334,26.183333333333334,26.741666666666664,27.895833333333332,28.0,27.991666666666664,27.90416666666667,27.929166666666664,27.1125,27.462500000000002,27.354166666666668,27.15833333333333,27.53333333333333,27.40416666666667,27.34166666666667,27.275000000000002,27.258333333333336,26.858333333333334,26.125,26.120833333333334,23.854166666666668,24.1375,23.72083333333333,23.433333333333334,23.5,24.9875,24.516666666666666,24.016666666666666,24.554166666666664,25.791666666666668,20.783333333333335,20.395833333333332,20.045833333333334,20.099999999999998,19.458333333333332,18.7375,18.845833333333335,18.895833333333332,19.120833333333334,20.483333333333334,20.3125,20.150000000000002,19.170833333333334,19.099999999999998,18.3,18.433333333333334,18.583333333333332,18.929166666666667,18.241666666666667,17.816666666666666,17.454166666666666,17.558333333333334,18.583333333333332,19.125,18.491666666666667,17.9875,19.333333333333332,19.783333333333335,21.504166666666666,21.095833333333335,18.4875,15.579166666666666,14.704166666666666,15.137500000000001,15.745833333333332,15.770833333333334,17.425,18.608333333333334,19.287499999999998,18.545833333333334,19.283333333333335,12.566666666666665,12.258333333333333,13.174999999999999,13.279166666666667,13.620833333333332,13.075000000000001,13.554166666666667,13.479166666666666,12.950000000000001,12.591666666666667,14.220833333333333,14.645833333333334,13.620833333333332,13.616666666666667,13.924999999999999
1960,15.9,16.908333333333335,15.983333333333334,14.674999999999999,14.325000000000001,14.358333333333334,14.4375,14.237499999999999,14.012500000000001,14.2125,14.841666666666667,15.608333333333334,13.566666666666668,13.208333333333334,11.979166666666666,12.325000000000001,12.220833333333333,11.983333333333333,13.674999999999999,13.549999999999999,11.058333333333332,11.058333333333332,11.354166666666666,10.941666666666668,11.579166666666666,11.420833333333334,12.716666666666667,13.541666666666666,15.254166666666668,16.454166666666666,16.545833333333334,16.991666666666667,16.462500000000002,15.708333333333334,16.579166666666666,15.733333333333334,16.104166666666668,17.3625,18.633333333333333,19.4375,19.712500000000002,21.191666666666666,21.462500000000002,21.566666666666666,22.616666666666664,22.933333333333334,22.108333333333334,21.370833333333334,20.845833333333335,19.900000000000002,19.541666666666668,20.583333333333332,21.566666666666666,21.541666666666668,21.554166666666664,22.795833333333334,23.34583333333333,23.104166666666668,22.791666666666668,23.46666666666667,23.579166666666666,23.712500000000002,24.454166666666666,23.59166666666667,23.170833333333334,22.991666666666664,21.40833333333333,21.96666666666667,21.308333333333334,22.34166666666667,18.712500000000002,20.8875,22.8875,22.65416666666667,24.733333333333334,24.275000000000002,23.016666666666666,21.066666666666666,22.454166666666666,20.604166666666668,22.675,16.3625,19.004166666666666,20.116666666666667,22.21666666666667,25.354166666666668,25.370833333333334,25.087500000000002,25.22083333333333,26.27916666666667,26.266666666666666,25.579166666666666,25.333333333333332,25.97083333333333,27.77916666666667,26.5125,26.2375,27.570833333333336,27.829166666666666,27.099999999999998,25.15833333333333,27.629166666666666,29.833333333333332,31.15833333333333,31.412499999999998,32.69166666666667,31.266666666666666,32.09166666666667,27.833333333333332,28.575,28.3875,29.308333333333334,28.745833333333334,29.037499999999998,29.733333333333334,29.445833333333336,29.40416666666667,30.183333333333334,30.604166666666668,31.25833333333333,31.920833333333334,33.645833333333336,34.55833333333333,35.2875,33.57083333333333,32.762499999999996,31.933333333333334,29.38333333333333,30.833333333333332,32.612500000000004,34.166666666666664,35.5,36.016666666666666,37.0,36.5375,35.62916666666667,35.050000000000004,34.395833333333336,34.0,35.24166666666667,36.72083333333333,37.208333333333336,36.49583333333333,36.1,35.800000000000004,35.49583333333333,35.583333333333336,35.93333333333333,34.99166666666667,35.19583333333333,34.94583333333333,35.920833333333334,37.104166666666664,37.8125,38.12083333333333,36.483333333333334,37.233333333333334,38.475,38.641666666666666,39.512499999999996,39.44583333333333,39.3125,38.75,38.5875,38.666666666666664,37.9625,35.5625,33.52916666666667,34.1,36.35,37.1875,37.05833333333333,37.262499999999996,33.4,35.42916666666667,36.362500000000004,38.041666666666664,33.99583333333333,31.287499999999998,31.525000000000002,32.61666666666667,33.925000000000004,33.975,30.962500000000002,32.37916666666667,29.837500000000002,30.433333333333334,29.391666666666666,27.212500000000002,26.59583333333333,28.241666666666664,28.483333333333334,27.462500000000002,26.541666666666668,27.291666666666668,27.620833333333334,27.254166666666666,28.9375,28.2625,30.695833333333336,29.579166666666666,30.504166666666666,30.933333333333334,31.52916666666667,31.4875,31.741666666666664,32.512499999999996,30.129166666666666,30.854166666666668,30.8125,30.229166666666668,32.454166666666666,32.725,30.708333333333332,30.745833333333334,31.620833333333334,29.583333333333332,28.53333333333333,28.079166666666666,28.337500000000002,27.979166666666668,27.870833333333334,29.90416666666667,28.849999999999998,27.712500000000002,26.479166666666668,28.675,28.6375,28.02916666666667,27.8625,28.208333333333332,27.495833333333334,27.25,26.166666666666668,26.2625,26.337500000000002,28.21666666666667,28.254166666666666,28.633333333333336,25.833333333333332,26.520833333333332,27.420833333333334,28.90833333333333,28.78333333333333,28.575,28.441666666666666,29.09166666666667,28.9875,28.979166666666668,29.40416666666667,29.383333333333336,28.962500000000002,29.129166666666666,27.3,26.52916666666667,28.108333333333334,30.016666666666666,31.383333333333336,30.400000000000002,29.491666666666664,28.704166666666666,28.2625,28.583333333333332,29.520833333333332,29.645833333333332,29.849999999999998,29.400000000000002,29.675,29.650000000000002,28.662499999999998,29.474999999999998,28.8,28.241666666666664,28.1875,28.3875,26.27916666666667,24.075,23.037499999999998,23.008333333333336,22.3625,23.558333333333334,26.545833333333334,26.391666666666666,26.045833333333334,25.420833333333334,25.483333333333334,25.308333333333334,26.308333333333334,26.504166666666666,25.208333333333332,24.583333333333332,24.77916666666667,23.145833333333332,22.616666666666664,22.720833333333335,22.620833333333334,21.870833333333334,21.604166666666668,22.441666666666666,21.704166666666666,22.675,21.758333333333336,21.870833333333334,22.4375,22.25,21.483333333333334,21.445833333333336,21.441666666666666,21.666666666666668,20.525,20.870833333333334,21.004166666666666,21.166666666666668,21.0125,21.8125,22.454166666666666,22.495833333333334,22.316666666666666,21.141666666666666,20.183333333333334,19.220833333333335,19.5625,18.604166666666668,17.175,17.533333333333335,17.425,18.895833333333332,18.204166666666666,17.599999999999998,17.116666666666667,16.770833333333332,17.162499999999998,16.279166666666665,15.487499999999999,15.908333333333333,15.75,15.983333333333334,16.3875,16.420833333333334,16.462500000000002,15.470833333333333,15.087499999999999,14.35,14.733333333333334,15.295833333333334,14.725,14.845833333333333,15.666666666666666,16.150000000000002,15.8125,17.5125,16.95,14.65,14.145833333333334,14.679166666666667,14.733333333333334,14.791666666666666,15.466666666666667,15.683333333333332,15.450000000000001,15.808333333333332,16.6125,17.291666666666668,19.183333333333334,18.125,15.625
1961,13.791666666666666,13.041666666666666,11.879166666666668,12.170833333333334,11.1875,11.495833333333332,11.491666666666667,12.450000000000001,12.8125,13.008333333333333,11.320833333333333,10.929166666666667,11.012500000000001,12.0875,14.012500000000001,14.9125,15.779166666666667,14.733333333333334,14.987499999999999,15.408333333333333,15.65,14.4125,15.6875,16.23333333333333,16.825,17.179166666666667,18.066666666666666,18.695833333333333,15.083333333333334,15.691666666666668,15.245833333333332,14.616666666666667,13.954166666666666,12.383333333333333,10.170833333333333,13.166666666666666,12.808333333333332,10.0625,9.304166666666667,9.695833333333333,10.758333333333333,11.441666666666668,11.654166666666667,11.2875,11.5,12.708333333333334,14.8375,17.158333333333335,17.966666666666665,18.108333333333334,16.908333333333335,17.020833333333332,18.004166666666666,18.979166666666668,17.425,17.275000000000002,19.216666666666665,21.016666666666666,21.033333333333335,,21.183333333333334,21.333333333333332,20.575,20.933333333333334,21.400000000000002,21.1125,20.245833333333334,21.233333333333334,22.8625,24.6375,25.020833333333332,25.358333333333334,25.504166666666666,25.0,26.15416666666667,26.337500000000002,25.483333333333334,25.233333333333334,23.212500000000002,22.670833333333334,22.745833333333334,24.8625,24.354166666666668,24.045833333333334,23.479166666666668,22.183333333333334,23.325,24.691666666666666,25.254166666666666,26.570833333333336,26.775000000000002,25.941666666666666,24.412499999999998,25.995833333333334,27.037499999999998,26.454166666666666,26.09583333333333,26.212500000000002,26.058333333333334,27.558333333333334,28.320833333333336,28.90416666666667,29.104166666666668,28.1875,26.3875,26.3625,27.808333333333334,29.7,31.295833333333334,31.8625,33.32083333333333,30.858333333333334,29.650000000000002,28.691666666666666,28.445833333333336,29.46666666666667,31.133333333333336,33.487500000000004,33.55416666666667,33.59166666666667,31.125,33.175000000000004,33.69166666666667,34.666666666666664,33.579166666666666,33.083333333333336,31.916666666666668,29.61666666666667,30.945833333333336,32.05416666666667,33.3375,34.449999999999996,32.74166666666667,31.575,32.21666666666667,33.25416666666667,33.55,33.229166666666664,34.63333333333333,34.525,35.204166666666666,30.683333333333334,31.916666666666668,33.36666666666667,33.87916666666667,33.86666666666667,34.92916666666667,35.12916666666667,35.045833333333334,35.275,36.324999999999996,37.916666666666664,37.42916666666667,36.22083333333333,35.92916666666667,36.44583333333333,36.416666666666664,36.358333333333334,35.94583333333333,35.083333333333336,34.49166666666667,34.84583333333333,34.0375,34.074999999999996,34.975,36.141666666666666,35.670833333333334,35.53333333333333,35.791666666666664,35.824999999999996,33.44583333333333,32.329166666666666,30.766666666666666,29.241666666666664,29.287499999999998,29.4875,31.791666666666668,32.925000000000004,33.583333333333336,33.795833333333334,34.52916666666667,34.675000000000004,32.74583333333333,34.4125,35.391666666666666,35.391666666666666,33.94583333333333,32.770833333333336,31.420833333333334,29.941666666666666,28.358333333333334,27.854166666666668,27.354166666666668,29.391666666666666,29.758333333333336,29.891666666666666,30.195833333333336,29.3125,29.820833333333336,29.6875,30.120833333333334,31.2,30.525000000000002,31.28333333333333,29.675,29.058333333333334,27.862499999999997,28.270833333333332,31.358333333333334,31.55,30.483333333333334,28.34583333333333,27.900000000000002,27.133333333333336,26.770833333333332,27.09583333333333,28.8875,28.724999999999998,27.8,29.358333333333334,28.395833333333332,26.900000000000002,26.704166666666666,25.84583333333333,28.170833333333334,30.083333333333332,29.770833333333332,27.895833333333332,26.395833333333332,24.929166666666664,28.108333333333334,30.037499999999998,29.075,27.375,25.554166666666664,26.820833333333336,28.866666666666664,28.883333333333336,27.650000000000002,27.191666666666666,28.058333333333334,28.5,27.520833333333332,26.266666666666666,26.329166666666666,27.558333333333334,26.808333333333334,27.662499999999998,27.195833333333336,27.25,27.1875,27.608333333333334,27.65833333333333,27.354166666666668,27.09583333333333,27.670833333333334,28.508333333333336,28.829166666666666,27.183333333333334,27.212500000000002,27.974999999999998,29.179166666666664,29.616666666666664,29.275000000000002,28.645833333333332,28.3125,27.366666666666664,27.833333333333332,27.991666666666664,27.09583333333333,26.945833333333336,27.958333333333332,28.7375,28.8625,28.3,28.7375,28.05,27.2375,27.625,27.895833333333332,26.520833333333332,25.491666666666664,24.979166666666668,25.650000000000002,25.40416666666667,22.4875,22.47083333333333,24.395833333333332,23.474999999999998,22.2625,22.087500000000002,22.116666666666664,21.78333333333333,22.1875,22.495833333333334,22.641666666666666,22.6375,22.72083333333333,22.212500000000002,22.833333333333332,21.7,23.087500000000002,21.216666666666665,18.779166666666665,18.104166666666668,18.283333333333335,17.6375,18.650000000000002,18.7,18.458333333333332,18.4875,17.4375,18.308333333333334,19.1125,18.883333333333333,18.1875,18.191666666666666,19.3875,18.395833333333332,19.379166666666666,18.5125,16.329166666666666,16.358333333333334,16.666666666666668,16.766666666666666,17.075,17.1375,16.104166666666668,16.875,17.6125,18.433333333333334,17.279166666666665,16.970833333333335,15.512500000000001,14.950000000000001,15.4625,15.258333333333333,14.3125,13.608333333333334,13.633333333333333,12.629166666666668,12.554166666666667,12.15,12.820833333333333,12.645833333333334,12.941666666666668,13.225,13.066666666666668,12.966666666666667,13.6625,15.762500000000001,12.208333333333334,10.975,9.908333333333333,10.012500000000001,9.9625,9.275,10.216666666666667,10.233333333333333,9.9125,10.6625,11.370833333333332,11.3375,11.816666666666668,12.820833333333333,12.566666666666668
